stop_id,departure_time,route_id
3077,06:50:00,613
3078,06:51:00,613
3020,06:52:00,613
3023,06:54:00,613
3024,06:56:00,613
3014,06:57:00,613
3053,14:29:00,613
3051,14:30:00,613
3087,14:30:00,613
3048,14:31:00,613
3055,14:31:00,613
3084,14:33:00,613
3082,14:33:00,613
3046,14:33:00,613
3043,14:34:00,613
3038,14:35:00,613
3083,14:36:00,613
3040,14:37:00,613
3073,14:37:00,613
3074,14:38:00,613
3077,14:39:00,613
3078,14:40:00,613
3020,14:41:00,613
3023,14:43:00,613
3024,14:45:00,613
3014,14:46:00,613
3073,14:17:00,613
3074,14:18:00,613
3077,14:19:00,613
3078,14:20:00,613
3020,14:21:00,613
3023,14:23:00,613
3024,14:25:00,613
3014,14:26:00,613
3027,07:31:00,610
3028,07:32:00,610
3024,07:35:00,610
3014,07:36:00,610
3027,08:31:00,610
3028,08:32:00,610
3024,08:35:00,610
3014,08:36:00,610
3027,12:27:00,610
3028,12:28:00,610
3024,12:31:00,610
3014,12:32:00,610
3027,18:27:00,610
3028,18:28:00,610
3024,18:31:00,610
3014,18:32:00,610
73,06:44:00,629
75,06:45:00,629
4,06:46:00,629
77,06:48:00,629
247,06:26:00,400
407,06:28:00,400
444,06:30:00,400
165,06:31:00,400
166,06:33:00,400
2927,06:33:00,400
450,06:34:00,400
452,06:36:00,400
174,06:37:00,400
145,06:38:00,400
147,06:39:00,400
149,06:40:00,400
188,06:41:00,400
215,06:42:00,400
183,06:42:00,400
186,06:43:00,400
185,06:43:00,400
190,06:44:00,400
181,06:45:00,400
179,06:45:00,400
243,06:46:00,400
9,06:48:00,400
161,06:50:00,400
247,07:44:00,400
407,07:46:00,400
444,07:48:00,400
165,07:49:00,400
166,07:51:00,400
2927,07:51:00,400
450,07:52:00,400
452,07:54:00,400
174,07:55:00,400
145,07:56:00,400
147,07:57:00,400
149,07:58:00,400
188,07:59:00,400
215,08:00:00,400
183,08:00:00,400
186,08:01:00,400
185,08:01:00,400
190,08:02:00,400
181,08:03:00,400
179,08:03:00,400
243,08:04:00,400
9,08:06:00,400
161,08:08:00,400
247,08:13:00,400
407,08:15:00,400
444,08:17:00,400
165,08:18:00,400
166,08:20:00,400
2927,08:20:00,400
450,08:21:00,400
452,08:23:00,400
174,08:24:00,400
145,08:25:00,400
147,08:26:00,400
149,08:27:00,400
188,08:28:00,400
215,08:29:00,400
183,08:29:00,400
186,08:30:00,400
185,08:30:00,400
190,08:31:00,400
181,08:32:00,400
179,08:32:00,400
243,08:33:00,400
9,08:35:00,400
161,08:37:00,400
247,07:24:00,406
407,07:26:00,406
444,07:28:00,406
165,07:29:00,406
166,07:31:00,406
2927,07:31:00,406
450,07:32:00,406
452,07:34:00,406
174,07:35:00,406
222,07:36:00,406
220,07:37:00,406
24,07:38:00,406
26,07:40:00,406
28,07:41:00,406
22,07:42:00,406
30,07:43:00,406
18,07:43:00,406
20,07:44:00,406
252,07:44:00,406
248,07:45:00,406
250,07:46:00,406
478,07:48:00,406
477,07:49:00,406
247,06:29:00,406
407,06:31:00,406
444,06:33:00,406
165,06:34:00,406
166,06:36:00,406
2927,06:36:00,406
450,06:37:00,406
452,06:39:00,406
174,06:40:00,406
222,06:41:00,406
220,06:42:00,406
24,06:43:00,406
26,06:45:00,406
28,06:46:00,406
22,06:47:00,406
30,06:48:00,406
18,06:48:00,406
20,06:49:00,406
252,06:49:00,406
248,06:50:00,406
250,06:51:00,406
478,06:53:00,406
477,06:54:00,406
477,07:36:00,406
479,07:37:00,406
251,07:39:00,406
249,07:40:00,406
253,07:40:00,406
19,07:41:00,406
17,07:41:00,406
31,07:42:00,406
23,07:42:00,406
29,07:43:00,406
25,07:44:00,406
27,07:45:00,406
219,07:46:00,406
453,07:48:00,406
451,07:49:00,406
176,07:51:00,406
276,07:52:00,406
403,07:54:00,406
2189,07:55:00,406
317,07:45:00,539
319,07:46:00,539
321,07:47:00,539
315,07:48:00,539
415,07:50:00,539
412,07:51:00,539
283,07:53:00,539
349,07:54:00,539
405,07:55:00,539
406,07:57:00,539
202,08:00:00,539
247,12:10:00,539
407,12:12:00,539
404,12:14:00,539
348,12:15:00,539
413,12:16:00,539
414,12:17:00,539
314,12:20:00,539
320,12:22:00,539
318,12:23:00,539
316,12:24:00,539
383,12:26:00,539
382,12:27:00,539
281,12:27:00,539
92,12:28:00,539
247,12:09:00,406
407,12:11:00,406
444,12:13:00,406
165,12:14:00,406
166,12:16:00,406
2927,12:16:00,406
450,12:17:00,406
452,12:19:00,406
174,12:20:00,406
222,12:21:00,406
220,12:22:00,406
24,12:23:00,406
26,12:25:00,406
28,12:26:00,406
22,12:27:00,406
30,12:28:00,406
18,12:28:00,406
20,12:29:00,406
252,12:29:00,406
248,12:30:00,406
250,12:31:00,406
478,12:33:00,406
477,12:34:00,406
247,07:19:00,400
407,07:21:00,400
444,07:23:00,400
165,07:24:00,400
166,07:26:00,400
2927,07:26:00,400
450,07:27:00,400
452,07:29:00,400
174,07:30:00,400
145,07:31:00,400
147,07:32:00,400
149,07:33:00,400
188,07:34:00,400
215,07:35:00,400
183,07:35:00,400
186,07:36:00,400
185,07:36:00,400
190,07:37:00,400
181,07:38:00,400
179,07:38:00,400
243,07:39:00,400
9,07:41:00,400
161,07:43:00,400
477,07:10:00,406
479,07:11:00,406
251,07:13:00,406
249,07:14:00,406
253,07:14:00,406
19,07:15:00,406
17,07:15:00,406
31,07:16:00,406
23,07:16:00,406
29,07:17:00,406
25,07:18:00,406
27,07:19:00,406
219,07:20:00,406
453,07:22:00,406
451,07:23:00,406
176,07:25:00,406
410,07:28:00,406
301,07:29:00,406
276,07:33:00,406
403,07:35:00,406
2189,07:36:00,406
77,06:48:00,404
3117,06:49:00,404
3115,06:50:00,404
80,06:51:00,404
79,06:52:00,404
78,06:54:00,404
224,06:56:00,404
223,06:57:00,404
285,06:58:00,404
74,06:59:00,404
214,07:00:00,404
287,07:01:00,404
286,07:02:00,404
289,07:03:00,404
288,07:04:00,404
291,07:06:00,404
296,07:07:00,404
295,07:08:00,404
298,07:09:00,404
420,07:11:00,404
421,07:11:00,404
247,07:12:00,404
407,07:14:00,404
444,07:16:00,404
2405,07:17:00,404
408,07:18:00,404
524,07:20:00,404
457,07:22:00,404
462,07:23:00,404
217,07:23:00,404
461,07:24:00,404
2537,07:25:00,404
459,07:25:00,404
107,07:23:00,408
108,07:23:00,408
309,07:24:00,408
328,07:25:00,408
280,07:26:00,408
391,07:27:00,408
390,07:28:00,408
307,07:29:00,408
178,07:31:00,408
410,07:34:00,408
301,07:35:00,408
276,07:39:00,408
403,07:41:00,408
2189,07:42:00,408
161,07:12:00,400
244,07:13:00,400
180,07:13:00,400
182,07:15:00,400
191,07:16:00,400
187,07:17:00,400
184,07:18:00,400
216,07:18:00,400
189,07:19:00,400
150,07:20:00,400
148,07:21:00,400
146,07:21:00,400
175,07:22:00,400
453,07:23:00,400
451,07:24:00,400
176,07:26:00,400
276,07:27:00,400
403,07:29:00,400
2189,07:30:00,400
247,07:06:00,400
407,07:08:00,400
444,07:10:00,400
165,07:11:00,400
166,07:13:00,400
2927,07:13:00,400
450,07:14:00,400
452,07:16:00,400
174,07:17:00,400
145,07:18:00,400
147,07:19:00,400
149,07:20:00,400
188,07:21:00,400
215,07:22:00,400
183,07:22:00,400
186,07:23:00,400
185,07:23:00,400
190,07:24:00,400
181,07:25:00,400
179,07:25:00,400
243,07:26:00,400
9,07:28:00,400
161,07:30:00,400
161,07:32:00,400
244,07:33:00,400
180,07:33:00,400
182,07:35:00,400
191,07:36:00,400
187,07:37:00,400
184,07:38:00,400
216,07:38:00,400
189,07:39:00,400
150,07:40:00,400
148,07:41:00,400
146,07:41:00,400
175,07:42:00,400
453,07:43:00,400
451,07:44:00,400
176,07:46:00,400
276,07:47:00,400
403,07:49:00,400
2189,07:50:00,400
247,07:20:00,539
407,07:22:00,539
404,07:24:00,539
348,07:25:00,539
413,07:26:00,539
414,07:27:00,539
314,07:30:00,539
320,07:32:00,539
318,07:33:00,539
316,07:34:00,539
460,07:35:00,539
317,07:27:00,539
319,07:28:00,539
321,07:29:00,539
315,07:30:00,539
415,07:32:00,539
412,07:33:00,539
283,07:35:00,539
349,07:36:00,539
405,07:37:00,539
406,07:39:00,539
202,07:42:00,539
63,08:11:00,396
51,08:12:00,396
55,08:13:00,396
53,08:14:00,396
64,08:15:00,396
289,08:16:00,396
288,08:17:00,396
291,08:19:00,396
296,08:20:00,396
295,08:21:00,396
298,08:22:00,396
420,08:24:00,396
421,08:24:00,396
247,08:25:00,396
407,08:27:00,396
444,08:29:00,396
2405,08:30:00,396
460,07:35:00,396
2538,07:35:00,396
464,07:36:00,396
218,07:37:00,396
463,07:37:00,396
458,07:38:00,396
466,07:40:00,396
409,07:42:00,396
165,07:43:00,396
166,07:45:00,396
276,07:48:00,396
403,07:50:00,396
2961,07:51:00,396
294,07:52:00,396
297,07:53:00,396
293,07:55:00,396
300,07:57:00,396
292,07:58:00,396
456,07:59:00,396
2120,07:59:00,396
247,08:29:00,400
407,08:31:00,400
444,08:33:00,400
165,08:34:00,400
166,08:36:00,400
2927,08:36:00,400
450,08:37:00,400
452,08:39:00,400
174,08:40:00,400
145,08:41:00,400
147,08:42:00,400
149,08:43:00,400
188,08:44:00,400
215,08:45:00,400
183,08:45:00,400
186,08:46:00,400
185,08:46:00,400
190,08:47:00,400
181,08:48:00,400
179,08:48:00,400
243,08:49:00,400
9,08:51:00,400
161,08:53:00,400
247,09:29:00,400
407,09:31:00,400
444,09:33:00,400
165,09:34:00,400
166,09:36:00,400
2927,09:36:00,400
450,09:37:00,400
452,09:39:00,400
174,09:40:00,400
145,09:41:00,400
147,09:42:00,400
149,09:43:00,400
188,09:44:00,400
215,09:45:00,400
183,09:45:00,400
186,09:46:00,400
185,09:46:00,400
190,09:47:00,400
181,09:48:00,400
179,09:48:00,400
243,09:49:00,400
9,09:51:00,400
161,09:53:00,400
247,10:29:00,400
407,10:31:00,400
444,10:33:00,400
165,10:34:00,400
166,10:36:00,400
2927,10:36:00,400
450,10:37:00,400
452,10:39:00,400
174,10:40:00,400
145,10:41:00,400
147,10:42:00,400
149,10:43:00,400
188,10:44:00,400
215,10:45:00,400
183,10:45:00,400
186,10:46:00,400
185,10:46:00,400
190,10:47:00,400
181,10:48:00,400
179,10:48:00,400
243,10:49:00,400
9,10:51:00,400
161,10:53:00,400
247,11:29:00,400
407,11:31:00,400
444,11:33:00,400
165,11:34:00,400
166,11:36:00,400
2927,11:36:00,400
450,11:37:00,400
452,11:39:00,400
174,11:40:00,400
145,11:41:00,400
147,11:42:00,400
149,11:43:00,400
188,11:44:00,400
215,11:45:00,400
183,11:45:00,400
186,11:46:00,400
185,11:46:00,400
190,11:47:00,400
181,11:48:00,400
179,11:48:00,400
243,11:49:00,400
9,11:51:00,400
161,11:53:00,400
247,12:29:00,400
407,12:31:00,400
444,12:33:00,400
165,12:34:00,400
166,12:36:00,400
2927,12:36:00,400
450,12:37:00,400
452,12:39:00,400
174,12:40:00,400
145,12:41:00,400
147,12:42:00,400
149,12:43:00,400
188,12:44:00,400
215,12:45:00,400
183,12:45:00,400
186,12:46:00,400
185,12:46:00,400
190,12:47:00,400
181,12:48:00,400
179,12:48:00,400
243,12:49:00,400
9,12:51:00,400
161,12:53:00,400
247,13:29:00,400
407,13:31:00,400
444,13:33:00,400
165,13:34:00,400
166,13:36:00,400
2927,13:36:00,400
450,13:37:00,400
452,13:39:00,400
174,13:40:00,400
145,13:41:00,400
147,13:42:00,400
149,13:43:00,400
188,13:44:00,400
215,13:45:00,400
183,13:45:00,400
186,13:46:00,400
185,13:46:00,400
190,13:47:00,400
181,13:48:00,400
179,13:48:00,400
243,13:49:00,400
9,13:51:00,400
161,13:53:00,400
247,14:29:00,400
407,14:31:00,400
444,14:33:00,400
165,14:34:00,400
166,14:36:00,400
2927,14:36:00,400
450,14:37:00,400
452,14:39:00,400
174,14:40:00,400
145,14:41:00,400
147,14:42:00,400
149,14:43:00,400
188,14:44:00,400
215,14:45:00,400
183,14:45:00,400
186,14:46:00,400
185,14:46:00,400
190,14:47:00,400
181,14:48:00,400
179,14:48:00,400
243,14:49:00,400
9,14:51:00,400
161,14:53:00,400
247,15:29:00,400
407,15:31:00,400
444,15:33:00,400
165,15:34:00,400
166,15:36:00,400
2927,15:36:00,400
450,15:37:00,400
452,15:39:00,400
174,15:40:00,400
145,15:41:00,400
147,15:42:00,400
149,15:43:00,400
188,15:44:00,400
215,15:45:00,400
183,15:45:00,400
186,15:46:00,400
185,15:46:00,400
190,15:47:00,400
181,15:48:00,400
179,15:48:00,400
243,15:49:00,400
9,15:51:00,400
161,15:53:00,400
247,16:29:00,400
407,16:31:00,400
444,16:33:00,400
165,16:34:00,400
166,16:36:00,400
2927,16:36:00,400
450,16:37:00,400
452,16:39:00,400
174,16:40:00,400
145,16:41:00,400
147,16:42:00,400
149,16:43:00,400
188,16:44:00,400
215,16:45:00,400
183,16:45:00,400
186,16:46:00,400
185,16:46:00,400
190,16:47:00,400
181,16:48:00,400
179,16:48:00,400
243,16:49:00,400
9,16:51:00,400
161,16:53:00,400
247,17:29:00,400
407,17:31:00,400
444,17:33:00,400
165,17:34:00,400
166,17:36:00,400
2927,17:36:00,400
450,17:37:00,400
452,17:39:00,400
174,17:40:00,400
145,17:41:00,400
147,17:42:00,400
149,17:43:00,400
188,17:44:00,400
215,17:45:00,400
183,17:45:00,400
186,17:46:00,400
185,17:46:00,400
190,17:47:00,400
181,17:48:00,400
179,17:48:00,400
243,17:49:00,400
9,17:51:00,400
161,17:53:00,400
247,18:29:00,400
407,18:31:00,400
444,18:33:00,400
165,18:34:00,400
166,18:36:00,400
2927,18:36:00,400
450,18:37:00,400
452,18:39:00,400
174,18:40:00,400
145,18:41:00,400
147,18:42:00,400
149,18:43:00,400
188,18:44:00,400
215,18:45:00,400
183,18:45:00,400
186,18:46:00,400
185,18:46:00,400
190,18:47:00,400
181,18:48:00,400
179,18:48:00,400
243,18:49:00,400
9,18:51:00,400
161,18:53:00,400
247,19:29:00,400
407,19:31:00,400
444,19:33:00,400
165,19:34:00,400
166,19:36:00,400
2927,19:36:00,400
450,19:37:00,400
452,19:39:00,400
174,19:40:00,400
145,19:41:00,400
147,19:42:00,400
149,19:43:00,400
188,19:44:00,400
215,19:45:00,400
183,19:45:00,400
186,19:46:00,400
185,19:46:00,400
190,19:47:00,400
181,19:48:00,400
179,19:48:00,400
243,19:49:00,400
9,19:51:00,400
161,19:53:00,400
247,20:35:00,400
407,20:37:00,400
444,20:39:00,400
165,20:40:00,400
166,20:42:00,400
2927,20:42:00,400
450,20:43:00,400
452,20:45:00,400
174,20:46:00,400
145,20:47:00,400
147,20:48:00,400
149,20:49:00,400
188,20:50:00,400
215,20:51:00,400
183,20:51:00,400
186,20:52:00,400
185,20:52:00,400
190,20:53:00,400
181,20:54:00,400
179,20:54:00,400
243,20:55:00,400
9,20:57:00,400
161,20:59:00,400
247,08:49:00,400
407,08:51:00,400
444,08:53:00,400
165,08:54:00,400
166,08:56:00,400
2927,08:56:00,400
450,08:57:00,400
452,08:59:00,400
174,09:00:00,400
145,09:01:00,400
147,09:02:00,400
149,09:03:00,400
188,09:04:00,400
215,09:05:00,400
183,09:05:00,400
186,09:06:00,400
185,09:06:00,400
190,09:07:00,400
181,09:08:00,400
179,09:08:00,400
243,09:09:00,400
9,09:11:00,400
161,09:13:00,400
247,09:49:00,400
407,09:51:00,400
444,09:53:00,400
165,09:54:00,400
166,09:56:00,400
2927,09:56:00,400
450,09:57:00,400
452,09:59:00,400
174,10:00:00,400
145,10:01:00,400
147,10:02:00,400
149,10:03:00,400
188,10:04:00,400
215,10:05:00,400
183,10:05:00,400
186,10:06:00,400
185,10:06:00,400
190,10:07:00,400
181,10:08:00,400
179,10:08:00,400
243,10:09:00,400
9,10:11:00,400
161,10:13:00,400
247,10:49:00,400
407,10:51:00,400
444,10:53:00,400
165,10:54:00,400
166,10:56:00,400
2927,10:56:00,400
450,10:57:00,400
452,10:59:00,400
174,11:00:00,400
145,11:01:00,400
147,11:02:00,400
149,11:03:00,400
188,11:04:00,400
215,11:05:00,400
183,11:05:00,400
186,11:06:00,400
185,11:06:00,400
190,11:07:00,400
181,11:08:00,400
179,11:08:00,400
243,11:09:00,400
9,11:11:00,400
161,11:13:00,400
247,11:49:00,400
407,11:51:00,400
444,11:53:00,400
165,11:54:00,400
166,11:56:00,400
2927,11:56:00,400
450,11:57:00,400
452,11:59:00,400
174,12:00:00,400
145,12:01:00,400
147,12:02:00,400
149,12:03:00,400
188,12:04:00,400
215,12:05:00,400
183,12:05:00,400
186,12:06:00,400
185,12:06:00,400
190,12:07:00,400
181,12:08:00,400
179,12:08:00,400
243,12:09:00,400
9,12:11:00,400
161,12:13:00,400
247,12:49:00,400
407,12:51:00,400
444,12:53:00,400
165,12:54:00,400
166,12:56:00,400
2927,12:56:00,400
450,12:57:00,400
452,12:59:00,400
174,13:00:00,400
145,13:01:00,400
147,13:02:00,400
149,13:03:00,400
188,13:04:00,400
215,13:05:00,400
183,13:05:00,400
186,13:06:00,400
185,13:06:00,400
190,13:07:00,400
181,13:08:00,400
179,13:08:00,400
243,13:09:00,400
9,13:11:00,400
161,13:13:00,400
247,13:49:00,400
407,13:51:00,400
444,13:53:00,400
165,13:54:00,400
166,13:56:00,400
2927,13:56:00,400
450,13:57:00,400
452,13:59:00,400
174,14:00:00,400
145,14:01:00,400
147,14:02:00,400
149,14:03:00,400
188,14:04:00,400
215,14:05:00,400
183,14:05:00,400
186,14:06:00,400
185,14:06:00,400
190,14:07:00,400
181,14:08:00,400
179,14:08:00,400
243,14:09:00,400
9,14:11:00,400
161,14:13:00,400
247,14:49:00,400
407,14:51:00,400
444,14:53:00,400
165,14:54:00,400
166,14:56:00,400
2927,14:56:00,400
450,14:57:00,400
452,14:59:00,400
174,15:00:00,400
145,15:01:00,400
147,15:02:00,400
149,15:03:00,400
188,15:04:00,400
215,15:05:00,400
183,15:05:00,400
186,15:06:00,400
